Genre,Length,Theme,Title
Kwentong Bayan,Long,Pagkakaibigan,Si Mara at ang Mahiwagang Balon
Alamat,Long,Katapatan,Ang Alamat ng Batong Nagniningning
Kwentong Bayan,Long,Kasipagan,Si Dado at ang Lihim ng Nayon
Kwentong Bayan,Long,Matulungin,Ang Kuwento ng Nawawalang Kampanilya
Kwentong Bayan,Long,Kabayanihan,Si Kaloy at ang Kabayong May Pakpak
Pabula,Long,Pagkakaibigan,Ang Kunehong Ayaw Makinig
Kwentong Bayan,Long,Katapatan,"Si Dako, ang Higanteng Mabait"
Kwentong Bayan,Long,Matulungin,Si Mara at ang Nawawalang Bahaghari
Kwentong Bayan,Long,Kabayanihan,Ang Munting Bituin ni Inay
Kwentong Bayan,Long,Pagkakaibigan,Ang Lihim ng Bundok Kalikasan
Kwentong Bayan,Long,Kasipagan,Si Patpat at ang Kwento ng Matibay na Tiwala
Kwentong Bayan,Long,Kabayanihan,Ang Batang Mahilig sa Ulap
Pabula,Long,Pagkakaibigan,Si Kuting at ang Kanyang Munting Paborito
Pabula,Long,Matulungin,Ang Kuwento ni Muning at ni Talahib
Kwentong Bayan,Long,Katapatan,Si Toto at ang Matapang na Aso
Pabula,Long,Kasipagan,Ang Isda na Gusto Maging Ibon
Kwentong Bayan,Long,Matulungin,Si Juana at ang Mga Puno ng Buhay
Kwentong Bayan,Long,Kabayanihan,Ang Paglalakbay ni Binoy sa Ilalim ng Dagat
Pabula,Long,Pagkakaibigan,Unang Tilaok ng Manok sa Umaga
Pabula,Long,Katapatan,Ang Halamang May Pangarap
Kwentong Bayan,Long,Kasipagan,Ang Mahiwagang Sapatos ni Nene
Pabula,Long,Kabayanihan,Si Kalbo at ang Mahabang Buntot
Pabula,Long,Matulungin,Ang Pagong na Ayaw Magmadali
Kwentong Bayan,Long,Pagkakaibigan,Ang Bahay na Ginawa ng Bituin
Pabula,Long,Katapatan,Si Piko at ang Nawawalang Singsing
Pabula,Long,Kasipagan,Ang Kuwago sa Dilim
Pabula,Long,Matulungin,Si Luningning at ang Araw ng Kalayaan
Kwentong Bayan,Long,Kabayanihan,Ang Susi ng Lihim na Kweba
Pabula,Long,Pagkakaibigan,Ang Kuwento ng Munting Palaka
Kwentong Bayan,Long,Kabayanihan,Si Lolo at ang Kuwentong Hatinggabi
Pabula,Long,Pagkakaibigan,Ang Paglipad ni Pipit sa Himpapawid
Pabula,Long,Matulungin,Si Mingming at ang Paghanap ng Tahanan
Kwentong Bayan,Long,Katapatan,Ang Prinsesang Uhaw sa Kaalaman
Kwentong Bayan,Long,Kasipagan,Si Andoy at ang Puno ng Saging
Pabula,Long,Matulungin,Ang Malikot na Buntot ni Bantay
Kwentong Bayan,Long,Kabayanihan,Si Lita at ang Bulaklak ng Pag-asa
Kwentong Bayan,Long,Pagkakaibigan,Ang Kariton ni Mang Pilo
Kwentong Bayan,Long,Katapatan,Si Kiko at ang Nawawalang Tsinelas
Kwentong Bayan,Long,Kasipagan,Ang Prinsipeng Hindi Marunong Ngumiti
Kwentong Bayan,Long,Kabayanihan,Si Tatay at ang Misteryo ng Gubat
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Guhit ni Nina
Pabula,Long,Pagkakaibigan,Si Pong Pagong at ang Bahagharing Bato
Kwentong Bayan,Long,Katapatan,Ang Lapis na Hindi Nauubos
Kwentong Bayan,Long,Kasipagan,Si Tisoy at ang Barya ng Tadhana
Kwentong Bayan,Long,Matulungin,Si Maya at ang Puno ng Talisay
Pabula,Long,Kabayanihan,Ang Huni ng Malungkot na Ibon
Kwentong Bayan,Long,Pagkakaibigan,Si Buboy at ang Palaka sa Ilog
Alamat,Long,Katapatan,Ang Alamat ng Batang Matapang
Kwentong Bayan,Long,Kasipagan,Si Pilo at ang Mahiwagang Puno
Kwentong Bayan,Long,Katapatan,Ang Singsing na Nawawala tuwing Gabi
Kwentong Bayan,Long,Kabayanihan,Si Lala at ang Hiwaga ng Karagatan
Kwentong Bayan,Long,Matulungin,Ang Paboritong Araw ni Lolo
Kwentong Bayan,Long,Pagkakaibigan,Si Binoy at ang Lihim ng Malaking Bato
Pabula,Long,Kasipagan,Ang Kuwento ng Nawawalang Bituin
Kwentong Bayan,Long,Katapatan,Si Tisoy na Mahilig Maglaro
Alamat,Long,Matulungin,Ang Alamat ng Bulalakaw
Kwentong Bayan,Long,Kabayanihan,Si Ambong at ang Nawawalang Araw
Pabula,Long,Pagkakaibigan,Ang Palaka at ang Duwende
Kwentong Bayan,Long,Kasipagan,Ang Mahiwagang Bangka
Kwentong Bayan,Long,Kabayanihan,Ang Munting Kwento ni Habi
Kwentong Bayan,Long,Pagkakaibigan,Si Tanglaw at ang Kabayo ng Liwanag
Kwentong Bayan,Long,Matulungin,Ang Reyna ng Ulap
Kwentong Bayan,Long,Katapatan,Ang Huling Pag-awit ni Maria
Kwentong Bayan,Long,Kasipagan,Ang Sapantaha ng Mahiwagang Ginto
Kwentong Bayan,Long,Matulungin,Si Pilar at ang Puno ng Kalikasan
Alamat,Long,Kabayanihan,Ang Digmaan ng Dalawang Hangin
Kwentong Bayan,Long,Pagkakaibigan,Ang Pangalawang Buhay ni Kaloy
Alamat,Long,Katapatan,Ang Mahiwagang Balon ng Pag-asa
Alamat,Long,Kasipagan,Ang Alamat ng Tatlong Bituin
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Kalasag ng Heneral
Kwentong Bayan,Long,Matulungin,Ang Bunga ng Katamaran
Kwentong Bayan,Long,Pagkakaibigan,Ang Masamang Balak ni Lito
Kwentong Bayan,Long,Katapatan,Ang Pagbabalik ni Mingming
Kwentong Bayan,Long,Kasipagan,Ang Ligaw na Aso
Kwentong Bayan,Long,Matulungin,Ang Batang Mahilig Magkumpara
Kwentong Bayan,Long,Kabayanihan,Ang Aral ni Mario sa Pagtitipid
Kwentong Bayan,Long,Pagkakaibigan,Gantimpala ng Kabutihan
Kwentong Bayan,Long,Katapatan,Ang Aral ng Baha
Kwentong Bayan,Long,Kasipagan,Ang Bagong Lara
Kwentong Bayan,Long,Katapatan,Bunga ng Pagtulong ni Tatay Pilo
Kwentong Bayan,Long,Kabayanihan,Ang Pag-amin ni Rico
Kwentong Bayan,Long,Matulungin,Ang Halaga ng Kalusugan
Kwentong Bayan,Long,Pagkakaibigan,Ang Sipag at Tiyaga ni Ben
Kwentong Bayan,Long,Kasipagan,Ang Maagap na Paghahanda
Kwentong Bayan,Long,Katapatan,Isipin Bago Sabihin
Kwentong Bayan,Long,Matulungin,Ang Pagpapatawad ni Tina
Kwentong Bayan,Long,Kabayanihan,Ang Masipag na Magsasaka
Pabula,Long,Pagkakaibigan,Ang Kuwento ng Isang Alitaptap
Kwentong Bayan,Long,Kasipagan,Ang Kayamanan ng Buhay
Kwentong Bayan,Long,Matulungin,Ang Mabuting Kapitbahay
Kwentong Bayan,Long,Kabayanihan,Ang Epekto ng Tsismis
Kwentong Bayan,Long,Pagkakaibigan,Ang Pangarap ni Mila na Maging Guro
Kwentong Bayan,Long,Kasipagan,Ang Bagong Bong
Kwentong Bayan,Long,Kabayanihan,Ang Lakas ng Tiwala sa Sarili
Kwentong Bayan,Long,Pagkakaibigan,Ang Matapat na si Boyet
Kwentong Bayan,Long,Matulungin,Ang Tamang Desisyon
Kwentong Bayan,Long,Katapatan,Ang Hindi Sumusukong Estudyante
Kwentong Bayan,Long,Kasipagan,Si Perla at ang Kaniyang Kaibigan
Kwentong Bayan,Long,Matulungin,Ligaya sa Pagtulong
Kwentong Bayan,Long,Kabayanihan,Ang Pagiging Mabuting Halimbawa ni Tita Josie
Kwentong Bayan,Long,Pagkakaibigan,Ang Kwento ni Mang Berto
Kwentong Bayan,Long,Katapatan,Ang Kahalagahan ng Masustansyang Pagkain
Kwentong Bayan,Long,Kasipagan,Ang Pagbabago ni Nanding
Kwentong Bayan,Long,Kabayanihan,Ang Batang Natutong Gumalang
Kwentong Bayan,Long,Matulungin,Wastong Pag-iipon ni Tinay
Kwentong Bayan,Long,Pagkakaibigan,Ang Oras na Hindi Mabibili ng Salapi
Kwentong Bayan,Long,Katapatan,Ang Lakas ng Bayanihan
Kwentong Bayan,Long,Kasipagan,Ang Maduming Ilog
Kwentong Bayan,Long,Matulungin,Ang Kabadong si Gino
Kwentong Bayan,Long,Kabayanihan,Ang Lakas ng Pagkakaisa
Kwentong Bayan,Long,Pagkakaibigan,Ang Laban sa Bisyo
Kwentong Bayan,Long,Katapatan,Ang Lakas ng Mabuting Salita
Kwentong Bayan,Long,Matulungin,Ang Pangarap ay Nagiging Katotohanan
Kwentong Bayan,Long,Kabayanihan,Ang Batang Natutong Maging Masinop
Kwentong Bayan,Long,Pagkakaibigan,Pagtawid sa Tamang Tawiran
Kwentong Bayan,Long,Kasipagan,Ang Mapang-asar na si Lilia
Kwentong Bayan,Long,Kabayanihan,Si Ariel at ang Wastong Pamamahala ng Oras
Kwentong Bayan,Long,Pagkakaibigan,Ang Bigat ng Kasinungalingan
Kwentong Bayan,Long,Matulungin,Ang Bunga ng Tsismis
Pabula,Long,Katapatan,Ang Gutom na Uwak
Pabula,Long,Kasipagan,Ang Tamad na Kuneho
Pabula,Long,Matulungin,Ang Pating at ang Isda
Pabula,Long,Kabayanihan,Ang Kangkong ni Pagong
Pabula,Long,Pagkakaibigan,Ang Uwak na Ayaw Makinig
Pabula,Long,Katapatan,Ang Mapanghusgang Kabayo
Pabula,Long,Kasipagan,Ang Tsinelas ni Alimango
Pabula,Long,Kabayanihan,Ang Maliit na Daga na May Malaking Pangarap
Pabula,Long,Matulungin,Sa Likod ng Maliit na Katawan
Alamat,Long,Pagkakaibigan,Ang Mahiwagang Puno ng Saging
Pabula,Long,Katapatan,Ang Pabo at ang Pusa
Pabula,Long,Kasipagan,Ang Awit ni Pao
Pabula,Long,Matulungin,Ang Kambing at ang Kordero
Pabula,Long,Kabayanihan,Ang Magkaibigang Gabi at Umaga
Pabula,Long,Pagkakaibigan,Ang Saging at ang Mangga
Pabula,Long,Kabayanihan,Si Rato at ang Kuneho
Pabula,Long,Pagkakaibigan,Ang Himig ng Pagkakaisa
Pabula,Long,Matulungin,Si Tabi at ang Pusang May Kaalaman
Pabula,Long,Katapatan,Ang Umibig na Daga
Pabula,Long,Kasipagan,"Ang Pusa, ang Daga, at ang Bagong Simula"
Pabula,Long,Matulungin,Ang Pagong at ang Kambing
Pabula,Long,Kabayanihan,Ang Matamis na Pakikipagkaibigan ng Pusa at Daga
Pabula,Long,Pagkakaibigan,Ang Sipag ng Langgam at ang Katamaran ng Langaw
Pabula,Long,Katapatan,Ang Matalinong Unggoy at ang Masarap na Mangga
Pabula,Long,Kasipagan,Ang Malaking Puso ng Daga na Tumulong sa Leon
Pabula,Long,Kabayanihan,Ang Magiliw na Palaka at ang Magandang Bituin
Pabula,Long,Matulungin,Ang Ahas na Nagturo ng Kanta sa Maya
Pabula,Long,Pagkakaibigan,Ang Agila na Nagligtas sa Uod
Kwentong Bayan,Long,Katapatan,Ang Batang Naglakbay sa Lupa ng mga Engkanto
Kwentong Bayan,Long,Kasipagan,Ang Kwento ng Tikbalang sa Kagubatan
Alamat,Long,Matulungin,Ang Alamat ng Kapre sa Bundok
Alamat,Long,Kabayanihan,Ang Alamat ng Malinis na Ilog
Alamat,Long,Pagkakaibigan,Ang Pinagmulan ng Malambot na Ulap
Kwentong Bayan,Long,Katapatan,Ang Kwento ng Engkanto sa Ilog
Alamat,Long,Kasipagan,Ang Alamat ng Magandang Sirena
Kwentong Bayan,Long,Katapatan,Ang Batang Naglaro sa Lupa ng mga Duwende
Kwentong Bayan,Long,Kabayanihan,Ang Prinsesang Ayaw ng Sapatos
Alamat,Long,Matulungin,Si Iking at ang Alamat ng Sirena
Kwentong Bayan,Long,Pagkakaibigan,Si Toti at ang Mabangis na Hangin
Kwentong Bayan,Long,Kasipagan,Ang Batang Mahilig sa Kamatis
Kwentong Bayan,Long,Katapatan,Si Ambo at ang Isang Araw sa Palengke
Pabula,Long,Matulungin,Ang Aklat na Bumabasa ng Kuwento
Pabula,Long,Kabayanihan,Si Daga at ang Lihim na Pandesal
Alamat,Long,Pagkakaibigan,Ang Bahay na Tumalon sa Buwan
Kwentong Bayan,Long,Kasipagan,Si Lando at ang Asul na Parol
Kwentong Bayan,Long,Kabayanihan,Ang Sapatos ni Nanay na Pangarap ni Nene
Kwentong Bayan,Long,Pagkakaibigan,Si Potpot at ang Munting Trumpo
Kwentong Bayan,Long,Matulungin,Ang Kaibigan ni Juan na Gawa sa Papel
Pabula,Long,Katapatan,Si Tamtam at ang Kalderetang May Salamangka
Pabula,Long,Kasipagan,Si Lila at ang Kuwadradong Mundo
Kwentong Bayan,Long,Matulungin,Si Boyet at ang Araw na Walang Pahina
Kwentong Bayan,Long,Kabayanihan,Ang Isang Dosenang Kendi ni Lola
Kwentong Bayan,Long,Pagkakaibigan,Si Kiting at ang Makulay na Bola
Kwentong Bayan,Long,Katapatan,Ang Kahon ng Mga Pangarap ni Nanding
Kwentong Bayan,Long,Kasipagan,Si Pili at ang Nawawalang Pabango
Pabula,Long,Kabayanihan,Ang Kuwento ng Aso at ng Ulap
Pabula,Long,Matulungin,Si Pipo at ang Mahiwagang Barya
Pabula,Long,Pagkakaibigan,Ang Palaka sa Lawa ng mga Bulaklak
Kwentong Bayan,Long,Katapatan,Si Kiko at ang Sapatos na Walang Tali
Kwentong Bayan,Long,Kasipagan,Ang Prinsesang May Pakpak ng Paru-paro
Pabula,Long,Matulungin,Si Tikyo at ang Kabayong Makisig
Pabula,Long,Kabayanihan,Ang Munting Bote ng Liwanag
Pabula,Long,Pagkakaibigan,Ang Puno ng Saging na Naglalakad
Kwentong Bayan,Long,Katapatan,Si Ben at ang Lobo ng Kaligayahan
Kwentong Bayan,Long,Kasipagan,"""Si Toti at ang Nawawalang Tsinelas"""
Alamat,Long,Katapatan,Ang Alamat ng Pagong at ng Buhangin
Kwentong Bayan,Long,Kabayanihan,Si Aya at ang Ginintuang Puno
Kwentong Bayan,Long,Matulungin,Ang Bulalakaw sa Gitna ng Gabi
Kwentong Bayan,Long,Pagkakaibigan,Si Lito at ang Mahiwagang Gitara
Kwentong Bayan,Long,Kasipagan,Ang Batang Mahilig sa Ulan
Alamat,Long,Katapatan,Si Perla at ang Alamat ng Perlas
Alamat,Long,Matulungin,Ang Malikot na Bituin sa Langit
Alamat,Long,Kabayanihan,Si Lolo Pabling at ang Kuwento ng Bahaghari
Pabula,Long,Pagkakaibigan,Ang Mahiwagang Palasyo sa Gitna ng Gubat
Kwentong Bayan,Long,Kasipagan,Si Inay at ang Pulang Payong
Kwentong Bayan,Long,Matulungin,Ang Batang Laging Huli sa Eskwela
Pabula,Long,Kabayanihan,Si Mimi at ang Palaka sa Banga
Pabula,Long,Pagkakaibigan,Ang Kabayo sa Bukid na Ginto
Pabula,Long,Kasipagan,Si Tito at ang Kwento ng Lumilipad na Sombrero
Pabula,Long,Kabayanihan,Ang Masayahing Araw at Malungkot na Buwan
Kwentong Bayan,Long,Pagkakaibigan,Si Bunso at ang Kahon ng Halakhak
Kwentong Bayan,Long,Matulungin,Ang Matandang Parola sa Dulo ng Isla
Pabula,Long,Katapatan,Si Liza at ang Mahiwagang Rosas
Pabula,Long,Kasipagan,Ang Pagong na Gusto Maging Mabilis
Pabula,Long,Matulungin,Si Luningning at ang Sirenang Nawala
Kwentong Bayan,Long,Kabayanihan,Ang Batang Mahilig sa Saging
Pabula,Long,Pagkakaibigan,Si Danilo at ang Kuwento ng Tatlong Suso
Kwentong Bayan,Long,Katapatan,Ang Mahiwagang Tsinelas ni Lola Berta
Kwentong Bayan,Long,Kasipagan,Si Gigi at ang Halimaw sa Loob ng Kuweba
Alamat,Long,Kabayanihan,Ang Alamat ng Dalawang Alitaptap
Kwentong Bayan,Long,Matulungin,Ang Masarap na Taho sa San Simon
Kwentong Bayan,Long,Pagkakaibigan,Ang Pulang Saranggola ni Toto
Pabula,Long,Katapatan,Si Lala at ang Mahiwagang Salamin
Alamat,Long,Kasipagan,Ang Alamat ng Pagong at Agila
Kwentong Bayan,Long,Matulungin,Si Tonton at ang Halimaw sa Banga
Pabula,Long,Kabayanihan,Ang Munting Kidlat sa Gitna ng Gabi
Kwentong Bayan,Long,Pagkakaibigan,Si Benben at ang Nawawalang Takip ng Kaldero
Alamat,Long,Katapatan,Ang Bulaklak na Umiilaw sa Dilim
Pabula,Long,Matulungin,Si Kalbo at ang Hatid ng Hangin
Kwentong Bayan,Long,Kabayanihan,Ang Susi sa Lihim na Pader
Kwentong Bayan,Long,Pagkakaibigan,Si Lolo Simo at ang Kuwento ng Buwan
Kwentong Bayan,Long,Kasipagan,Ang Payong ni Nanay na Laging Nagtatago
Pabula,Long,Kabayanihan,Si Mingming at ang Misteryo ng Alon
Alamat,Long,Pagkakaibigan,Ang Alamat ng Tatlong Kulay ng Bahaghari
Pabula,Long,Matulungin,Si Kara at ang Kaharian ng Alitaptap
Kwentong Bayan,Long,Katapatan,Ang Nawawalang Kuwintas ni Lola Selya
Pabula,Long,Kasipagan,Ang Aso na Gusto Maging Isda
Pabula,Long,Matulungin,Si Boyet at ang Pagong na Mabilis Tumakbo
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Baso ni Lola
Pabula,Long,Pagkakaibigan,Si Tikboy at ang Lumilipad na Bola
Pabula,Long,Katapatan,Ang Prinsesang Natutulog sa Alapaap
Pabula,Long,Kasipagan,Si Tina at ang Ginintuang Dahon
Pabula,Long,Kabayanihan,Ang Batang May Kaibigang Tuko
Kwentong Bayan,Long,Matulungin,Si Mario at ang Kuwento ng Alon
Kwentong Bayan,Long,Pagkakaibigan,Ang Tindahan ng Mga Pangarap
Pabula,Long,Katapatan,Si Ningning at ang Nawawalang Bituin
Alamat,Long,Kasipagan,Ang Alamat ng Kawayan at Rosas
Pabula,Long,Matulungin,Si Popoy at ang Halimaw sa Aparador
Kwentong Bayan,Long,Kabayanihan,Ang Batang Mahilig sa Tsokolate
Kwentong Bayan,Long,Pagkakaibigan,Si Andoy at ang Ilog ng Liwanag
Pabula,Long,Matulungin,Ang Munting Paru-paro sa Gitna ng Lungsod
Kwentong Bayan,Long,Katapatan,Si Lito at ang Mahiwagang Tambol
Alamat,Long,Kasipagan,Ang Alamat ng Tatlong Bahay-Kubo
Pabula,Long,Matulungin,Si Lily at ang Puno ng Saging na Ginto
Kwentong Bayan,Long,Kabayanihan,Ang Batang Hindi Marunong Matakot
Kwentong Bayan,Long,Pagkakaibigan,Si Lola at ang Hiwaga ng Bulalakaw
Kwentong Bayan,Long,Katapatan,Si Kiko at ang Mahiwagang Lapis
Kwentong Bayan,Long,Kasipagan,Ang Araw na Nawala ang Buwan
Pabula,Long,Kabayanihan,Si Luningning at ang Kaibigang Kuliglig
Alamat,Long,Matulungin,Ang Alamat ng Matalinong Pagong
Kwentong Bayan,Long,Pagkakaibigan,Si Yana at ang Lobo ng Pag-asa
Kwentong Bayan,Long,Katapatan,Ang Puno ng Mansanas sa Dulo ng Bayan
Kwentong Bayan,Long,Kasipagan,Si Toti at ang Nawawalang Panyo
Alamat,Long,Matulungin,Si Lola Basyang at ang Alamat ng Singsing
Pabula,Long,Kabayanihan,Ang Kalabaw at ang Makulit na Langgam
Kwentong Bayan,Long,Pagkakaibigan,Si Nina at ang Kuwento ng Pitong Bituin
Alamat,Long,Katapatan,Ang Alamat ng Tatlong Prinsesa
Pabula,Long,Kasipagan,Si Ben at ang Tinig ng Hangin
Pabula,Long,Katapatan,Ang Pagong at ang Mahiwagang Gintong Kabibi
Kwentong Bayan,Long,Kabayanihan,Si Tonton at ang Misteryo ng Araw
Kwentong Bayan,Long,Matulungin,Bawat Tungkulin sa Aming Tahanan
Alamat,Long,Pagkakaibigan,Ang Alamat ni Aling Marta at ang Mahiwagang Puno ng Mangga
Pabula,Long,Kasipagan,Ang Matandang Leon at ang Maliit na Daga na si Pipit
Pabula,Long,Katapatan,Ang Palaka na Nagngangalang Pepe at ang Bituin na si Aurora
Pabula,Long,Matulungin,Ang Agila na si Maya at ang Uod na si Kiko
Pabula,Long,Kabayanihan,Ang Ahas na si Sisi at ang Maya na si Lulu
Pabula,Long,Pagkakaibigan,Ang Langgam na si Lito at ang Langaw na si Pepe
Pabula,Long,Kasipagan,Ang Pusa na si Mimi at ang Daga na si Pipit
Kwentong Bayan,Long,Kabayanihan,Ang Kuwento ni Lola Flora at ang Mahiwagang Puno ng Saging
Alamat,Long,Pagkakaibigan,Ang Pinagmulan ng Bundok Banahaw
Alamat,Long,Matulungin,Ang Alamat ng Kambal na Hindi Mapaghiwalay
Kwentong Bayan,Long,Katapatan,Ang Kwento ni Maria at ang Ilog Pasig
Kwentong Bayan,Long,Kasipagan,Ang Tikbalang na si Tikoy sa Kagubatan
Kwentong Bayan,Long,Matulungin,Ang Kapre na si Kardo sa Bundok
Kwentong Bayan,Long,Kabayanihan,Ang Mahiwagang Puno ng Atis ni Aling Nene
Pabula,Long,Pagkakaibigan,Si Pepe Palaka at si  Mimi Kuting
Pabula,Long,Katapatan,Ang Dalawang Ibon na Walang Pahinga sa Paglipad
Pabula,Long,Kasipagan,Ang Unggoy at ang Saging na Ginto
Alamat,Long,Kabayanihan,Bakit may Ulan at Bagyo
Alamat,Long,Matulungin,Ang Alamat ng Pating
Kwentong Bayan,Long,Pagkakaibigan,Ang Dalawang Magkaibigan na Nagkahiwalay sa Kagubatan
Pabula,Long,Katapatan,Ang Usa at ang Kuting
Pabula,Long,Kasipagan,Ang Kordero at ang Usa
Kwentong Bayan,Long,Matulungin,Ang Musika sa Hangin
Kwentong Bayan,Long,Kabayanihan,Ang Palaruan sa Likod ng Eskuwelahan
Kwentong Bayan,Long,Pagkakaibigan,Ang Padulasang Bahaghari
Kwentong Bayan,Long,Katapatan,Ang Babaeng Naghahanap ng Kaniyang Anak
Kwentong Bayan,Long,Kasipagan,Ang Misteryo ng Nawawalang Nayon
Kwentong Bayan,Long,Katapatan,Ang Bibe ni Tatay Pasio
Pabula,Long,Kabayanihan,Ang Pagong at ang Puno ng Niyog
Pabula,Long,Matulungin,Ang Oso at ang Iniwan na Sanggol
Pabula,Long,Pagkakaibigan,Ang Kuneho na Hinahanap ang Kaniyang Pamilya
Pabula,Long,Kasipagan,Bakit Natatakot ang Elepante sa Daga
Kwentong Bayan,Long,Katapatan,Ang Magasawa na laging Humihiling sa mga BItuin
Pabula,Long,Matulungin,Ang Maliit na Dragon ni Sophia
Kwentong Bayan,Long,Kabayanihan,Ang Babaeng Nag-iisa sa isang Pulo
Kwentong Bayan,Long,Pagkakaibigan,Ang Manggagamot na si Tatay Dino
Kwentong Bayan,Long,Kasipagan,Ang Mahiwagang Relos na Nagpapatigil ng Oras
Kwentong Bayan,Long,Matulungin,Ang Kumikinang na Lukbatan ni Tina 
Kwentong Bayan,Long,Kabayanihan,Si Jojo na ayaw Kumain ng Gulay
Kwentong Bayan,Long,Pagkakaibigan,Ang Eskuwelahan sa Ibabaw ng Ulap
Alamat,Long,Kasipagan,"Ang Alamat ng Higanteng Puno"
Alamat,Long,Kabayanihan,"Ang Alamat ng Nawawalang Bituin"
Alamat,Long,Pagkakaibigan,Ang Alamat ng Matapang na Matsing
Alamat,Long,Matulungin,Ang Alamat ng Mabait na Sirena
Kwentong Bayan,Long,Katapatan,Si Pilo at ang Araw ng mga Pagkakamali
Kwentong Bayan,Long,Kasipagan,Ang Nawawalang Laruan ni Nilo
Kwentong Bayan,Long,Matulungin,Si Toti at ang Mahikang Sapatos
Kwentong Bayan,Long,Kabayanihan,Si Lila at ang Misteryosong Hardin
Kwentong Bayan,Long,Pagkakaibigan,Si Rina at ang Puno ng mga Pangarap
Kwentong Bayan,Long,Katapatan,Si Bibo at ang Pagsubok ng Tapang
Kwentong Bayan,Long,Kasipagan,Ang Susi ng Tiwala ni Tayo
Kwentong Bayan,Long,Kabayanihan,Ang Himala ng Bituin ni Lino
Kwentong Bayan,Long,Matulungin,Ang Makulay na Mundo ni Nia
Kwentong Bayan,Long,Pagkakaibigan,Si Pilo at ang Hiwagang Lata
Kwentong Bayan,Long,Katapatan,Ang Pagsubok ni Lila sa Dambana ng Kakulangan
Kwentong Bayan,Long,Kasipagan,Ang Liwanag ng Puso ni Timo
Kwentong Bayan,Long,Matulungin,Ang Bituin sa Puso ni Benny
Pabula,Long,Kabayanihan,Ang Paglalakbay ni Puti at Itim
Kwentong Bayan,Long,Pagkakaibigan,Ang Munting Hardin ni Alon
Kwentong Bayan,Long,Katapatan,Ang Alon ng Pag-asa ni Maya
Kwentong Bayan,Long,Matulungin,Ang Palasyo ng mga Pangarap ni Lila
Kwentong Bayan,Long,Kabayanihan,Ang Talaan ng mga Pangarap ni Sam
Kwentong Bayan,Long,Pagkakaibigan,Ang Mahiwagang Kahon ni Tino
Kwentong Bayan,Long,Kasipagan,Ang Lihim ng Puno ng Kakaibang Prutas
Kwentong Bayan,Long,Kabayanihan,Ang Alon ng Pag-asa ni Lito
Kwentong Bayan,Long,Pagkakaibigan,Ang Bagyong Walang Pangalan
Kwentong Bayan,Long,Matulungin,Si Bituin at ang Mga Pangarap
Kwentong Bayan,Long,Katapatan,Ang Mahiwagang Kahon ni Lolo Pedro
Kwentong Bayan,Long,Kasipagan,Si Alon at ang Liwanag ng Bituin
Alamat,Long,Matulungin,Si Kiko at ang Alamat ng Pagsasaka
Kwentong Bayan,Long,Kabayanihan,Si Maya at ang Lihim ng Kulay
Kwentong Bayan,Long,Pagkakaibigan,Si Bituin at ang Lihim ng Hatingabi
Kwentong Bayan,Long,Katapatan,Si Lila at ang Puno ng mga Pangarap
Kwentong Bayan,Long,Kasipagan,Si Tayo at ang Mahikang Kahon
Kwentong Bayan,Long,Kabayanihan,Si Kiko at ang Mahiwagang Magsasaka
Kwentong Bayan,Long,Matulungin,Ang Mahiwagang Lapis ni Nica
Kwentong Bayan,Long,Pagkakaibigan,Ang Lihim ng Kulay ng Bahaghari
Kwentong Bayan,Long,Katapatan,Ang Aking Kaibigan na si Datu
Kwentong Bayan,Long,Kasipagan,Ang Lihim ng Bituin ni Lila
Kwentong Bayan,Long,Matulungin,Ang Hiwaga ng Puno ng Mangga
Kwentong Bayan,Long,Kabayanihan,Ang Masayang Pagsasaka ni Tita Rosa
Kwentong Bayan,Long,Pagkakaibigan,Ang Masayang Salo-salo sa Baryo Sanggol
Kwentong Bayan,Long,Kabayanihan,Ang Bahay ni Mang Juan
Kwentong Bayan,Long,Pagkakaibigan,Ang Lihim ng Bahay na Bato
Kwentong Bayan,Long,Matulungin,Ang Alaga ni Tino
Kwentong Bayan,Long,Katapatan,Ang Bituin sa Bukirin
Kwentong Bayan,Long,Kasipagan,Ang Kahon ng mga Pangarap
Kwentong Bayan,Long,Matulungin,Ang Bituin ng Pag-asa
Kwentong Bayan,Long,Kabayanihan,Ang Kumpas ng Puso
Kwentong Bayan,Long,Pagkakaibigan,Ang Kaway ng Hangin
Pabula,Long,Katapatan,Ang Taga-Kaharian ng Mga Hayop
Pabula,Long,Kasipagan,Ang Himig ng Bituin
Kwentong Bayan,Long,Kabayanihan,Ang Pagsubok ni Luningning
Kwentong Bayan,Long,Matulungin,Ang Gintong Kahon
Pabula,Long,Pagkakaibigan,Ang Lihim ng Puno ng Mangga
Kwentong Bayan,Long,Katapatan,Ang Misteryo ng Hatingabi
Kwentong Bayan,Long,Kasipagan,Ang Batang Kanto at ang Kanyang Kakaibang Lata
Kwentong Bayan,Long,Matulungin,Ang Sapantaha ng Bulaklak at Kanto
Kwentong Bayan,Long,Kabayanihan,Ang Hiwaga ng Batang Magsasaka
Kwentong Bayan,Long,Pagkakaibigan,Ang Mga Pangarap ni Bituin
Kwentong Bayan,Long,Katapatan,Ang Kakaibang Bato ni Lila
